 2015-10-30 00:02:55,859 [P1384/D2/T10] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 09:43:14,219 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 5ms)
 2015-10-30 09:43:14,635 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2015-10-30 09:43:14,637 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 2ms)
 2015-10-30 09:43:14,639 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2015-10-30 09:43:14,641 [P5272/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 1ms)
 2015-10-30 09:43:16,450 [P5272/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 09:43:17,337 [P5272/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 09:43:17,528 [P5272/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 09:43:17,622 [P5272/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2015-10-30 09:43:17,864 [P5272/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2015-10-30 09:43:18,160 [P5272/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2015-10-30 09:43:18,206 [P5272/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 5753ms)
 2015-10-30 09:43:23,643 [P5272/D2/T9] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49581/umbraco (UmbracoModule request)
 2015-10-30 09:43:24,071 [P5272/D2/T9] INFO  umbraco.content - Load Xml from file...
 2015-10-30 09:43:24,142 [P5272/D2/T9] INFO  umbraco.content - Loaded Xml from file.
 2015-10-30 09:43:24,881 [P5272/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2015-10-30 09:43:24,883 [P5272/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 2ms)
 2015-10-30 09:43:26,568 [P5272/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2015-10-30 09:43:26,569 [P5272/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 1ms)
 2015-10-30 09:43:34,466 [P5272/D2/T15] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 09:44:31,366 [P5272/D2/T9] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2015-10-29 09:44:31
 2015-10-30 09:44:37,610 [P5272/D2/T12] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username houria.danesh@gmail.com from IP address ::1
 2015-10-30 09:44:37,877 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 09:44:37,879 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 1ms)
 2015-10-30 09:44:38,002 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-30 09:44:38,004 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 2ms)
 2015-10-30 09:44:38,027 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 09:44:38,027 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-30 09:44:38,034 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-30 09:44:38,035 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 1ms)
 2015-10-30 09:44:38,077 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2015-10-30 09:44:38,078 [P5272/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2015-10-30 09:44:58,334 [P5272/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-30 09:44:58,334 [P5272/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-30 09:44:58,714 [P5272/D2/T15] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 09:45:22,313 [P5272/D2/T15] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Access Forbidden' with Id '0' has been published.
 2015-10-30 09:45:22,721 [P5272/D2/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2015-10-30 09:45:22,721 [P5272/D2/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 3ms)
 2015-10-30 09:45:26,883 [P5272/D2/T13] INFO  umbraco.content - Save Xml to file...
 2015-10-30 09:45:26,946 [P5272/D2/T15] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 09:45:45,876 [P5272/D2/T15] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 09:45:50,144 [P5272/D2/T15] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 09:46:09,144 [P5272/D2/T16] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
 2015-10-30 09:57:22,483 [P5272/D2/T38] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 09:57:26,688 [P5272/D2/T38] INFO  umbraco.content - Save Xml to file...
 2015-10-30 09:57:26,688 [P5272/D2/T9] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 09:58:31,582 [P5272/D2/T45] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'About Us' with Id '1065' has been published.
 2015-10-30 09:58:35,659 [P5272/D2/T45] INFO  umbraco.content - Save Xml to file...
 2015-10-30 09:58:35,669 [P5272/D2/T45] INFO  umbraco.content - Saved Xml to file.
 2015-10-30 10:00:21,394 [P7052/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.0 application starting on HOURIA
 2015-10-30 10:00:21,670 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2015-10-30 10:00:21,700 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 29ms)
 2015-10-30 10:00:22,100 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2015-10-30 10:00:22,586 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 485ms)
 2015-10-30 10:00:23,100 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2015-10-30 10:00:23,102 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2015-10-30 10:00:23,102 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2015-10-30 10:00:23,103 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2015-10-30 10:00:23,246 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2015-10-30 10:00:23,394 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 148ms)
 2015-10-30 10:00:23,395 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2015-10-30 10:00:23,402 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 7ms)
 2015-10-30 10:00:23,807 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2015-10-30 10:00:23,808 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 0ms)
 2015-10-30 10:00:23,809 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2015-10-30 10:00:23,809 [P7052/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2015-10-30 10:00:25,204 [P7052/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 10:00:25,848 [P7052/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 10:00:26,856 [P7052/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-30 10:00:26,924 [P7052/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2015-10-30 10:00:28,269 [P7052/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2015-10-30 10:00:28,461 [P7052/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2015-10-30 10:00:28,520 [P7052/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 7310ms)
 2015-10-30 10:00:37,614 [P7052/D2/T11] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49581/umbraco (UmbracoModule request)
 2015-10-30 10:00:37,714 [P7052/D2/T12] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:49581/umbraco (UmbracoModule request)
 2015-10-30 10:00:38,685 [P7052/D2/T11] INFO  umbraco.content - Load Xml from file...
 2015-10-30 10:00:38,737 [P7052/D2/T11] INFO  umbraco.content - Loaded Xml from file.
 2015-10-30 10:00:39,036 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ICacheRefresher
 2015-10-30 10:00:39,037 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ICacheRefresher, found 0 (took 1ms)
 2015-10-30 10:00:41,021 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2015-10-30 10:00:41,024 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2015-10-30 10:00:41,866 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2015-10-30 10:00:41,868 [P7052/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 2ms)
